koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_num_transits,koi_bin_oedp_sig,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,label
-0.02990296827419673,-0.5415584427685279,0.10375536755172524,-0.7836757801326839,-0.19521229718589217,-0.050108095458672244,-0.03427276194228344,-0.04987691185746351,-0.13826282737696718,0.09790285363407938,-0.3142085871979102,-0.05835770234271778,-0.032195970687115216,-1.941569569933673,0.8789071944232262,-0.2488907989066539,-0.24281816451339103,-1.2663530763382322,0.6066063299432888,0.5845899167776463,0.576585167571789,-0.20098841126645747,-0.40946876640188634,-0.44071047387687184,-0.3097505503666276,-0.21145321236640416,-0.22497415407547422,-0.2730836920167419,0.39089363310628344,-1.3102008324222583,0.960255923536326,0.5868324674941424,0.36001182262042725,0.2182076368354624,0.10709051299209006,-0.09441860611190828,-0.18032166058940535,0
-0.014709814383305785,0.2442408923950978,0.1281058792989813,0.6785215863473455,-0.1901632924594666,-0.04908120674152899,-0.19972366547735312,-0.043468016399053504,0.08748873352311332,0.30328840013776953,-0.48327545390040766,-0.05922707531371671,-0.022673337953979966,1.1734000460620848,-0.6432956561349121,-1.682123805090866,0.034591183093053694,0.14018225137712306,0.06505957324613439,-1.1176053653268412,-0.2964645915430203,-0.20098841126645747,-0.40946876640188634,-0.44071047387687184,-0.3097505503666276,-0.18090556374592454,-0.20819211455571562,-0.23010082030622336,-0.6313274154481553,1.3936504633679403,-0.4222737500856753,-0.2851629366849965,-0.3111582209589734,-0.3429345163643565,-0.11009082026471165,-0.012131726035127936,0.011687529574627079,0
-0.030389027504070007,0.202309793359112,-0.2924477506692538,-0.7767414478087987,-0.17023645680286772,-0.04785695959446824,0.21544876979579017,-0.05014818785570309,-0.1520101544373143,0.45010697439626646,-0.3824557627475422,-0.05875384056742674,-0.03264421039467768,-2.7380914808732273,1.297512978326713,0.22885353648808346,-0.296666029845298,-1.7424671019989857,-1.6735589208019979,1.0091479432608237,0.3815338362235295,-0.20098841126645747,-0.40946876640188634,-0.44071047387687184,-0.3097505503666276,-0.1895292604519671,-0.15854639546757865,-0.1214660281063511,1.1741231865125779,-0.6920942976695718,1.0528072094196863,0.5641527663989003,0.0018810370929169924,-0.345703309883433,-0.5117505060948587,-0.7449992517189526,-0.8754977910493614,0
-0.030179240206494456,-0.7695880699909269,-0.1914945873837547,-0.13654648786706478,0.26415983024344974,-0.020975595823490022,-0.18422792359748502,0.00027523831707834575,-0.13417271354083085,0.2383031295643362,1.630835915966601,0.026370330206504398,-0.03586326715250182,1.203269617722318,-1.1380115825663057,0.7862219277819438,0.25369629030564045,1.728440489650018,0.09478633467858545,1.1335497898351592,-3.0162603558631513,-0.20098841126645747,2.4421887138969653,-0.44071047387687184,-0.3097505503666276,2.0253205105876084,6.234117187291319,17.16147564152373,0.734000235051639,-1.4657488886182837,-2.8537179970524416,-2.966060017874312,0.22603795733229048,0.22651401739269686,-2.928416924805676,-2.8518862436848478,-2.794732508805024,0
0.011136023832727672,1.360231995753273,0.17883611210576475,0.7685911427313877,-0.19990481598782947,-0.04980606936539482,-0.20482580377971005,-0.04655378087902869,0.3035830811989831,0.34982106301751165,-0.9160245897719377,-0.06018002174984412,-0.013157268027690438,0.3896793801197731,-0.04709953966630653,-0.6470110784022683,-0.0842454852256375,-0.21236019510450338,0.5167816193491326,0.7783107036529803,-1.1148999778803168,-0.20098841126645747,-0.40946876640188634,-0.44071047387687184,-0.3097505503666276,-0.16200984070469837,-0.2195389416062837,-0.24364336892734562,-0.6810187164195516,-0.8946277892268732,-1.1956868212660154,-1.1204015839166734,-1.2103873361939086,-1.3064746610035172,-1.0215815895702833,-0.9635737769228994,-0.9595018117461261,0
-0.028098707532505998,0.25416740200932236,-0.25642928537643755,-0.3344538676672737,-0.11712732927706561,-0.042481936603417196,-0.044597045014006624,-0.04272200740389466,-0.09543024637076167,0.43887495232184587,-0.18702066912814158,-0.0574129043194404,-0.02664252353426956,-0.04983003145223106,0.29222484577060936,0.14922948058896054,-0.13178015255311396,-0.27051152648291604,-0.7394713187864943,-0.9109265102286668,0.5118281255641667,-0.20098841126645747,-0.40946876640188634,-0.44071047387687184,-0.3097505503666276,-0.1408982262161399,-0.11552010222678347,-0.044332381612132904,-0.283488308648381,0.10111323842948494,0.4192972448072186,0.5094086603069362,0.5369093534863165,0.5403106162215425,0.6454318873197595,0.6435918495767153,0.6622900980322188,0
0.10157764302028172,3.578275726325883,0.040342576543245884,-0.03256732612780527,-0.17657317599122022,-0.04773979429966235,0.9572981881949154,-0.04434966339333213,0.8844928602035687,0.4549206981424469,-1.102153250361843,-0.06028156350997521,0.25578655650978877,0.48213281621097137,-0.11369591437822754,-0.010018631209285212,-0.057135870265436095,0.08929983642101197,1.1795117017599246,-0.2626284008849032,-0.2910031542652693,-0.20098841126645747,-0.40946876640188634,-0.44071047387687184,-0.3097505503666276,-0.19068680537647206,-0.2484985886213589,-0.31223932172563895,-0.7023149882644357,0.96144282504465,-0.3655950556299727,-0.2828167607096265,-0.3319696951784905,-0.36323900217092747,-0.15621040840804762,-0.06441818108391535,-0.07403085889145997,0
-0.028748213835773466,-0.5330034107903466,0.05403973940107738,-0.38337801306678754,-0.20339692300322468,-0.052268623494893016,-0.15613224806341086,-0.028988659993016065,-0.09224904672043341,0.16609727337163338,1.5005458535536673,0.013204584377490511,-0.03167094613945786,0.25313276681584945,-3.215184222390431,-1.682123805090866,1.1754231989524888,2.484407797569382,0.5683960081328012,-1.54668952070209,-0.012469853099953887,-0.20098841126645747,-0.40946876640188634,2.2690633857714615,-0.3097505503666276,-0.1943779744738171,-0.231243536632303,-0.2780885469419393,-0.26692454165791557,-0.021457462512974243,-0.15538166986388804,-0.008314171591349872,0.0018810370929169924,0.023469159326972504,0.17081939842651722,0.25615778921520826,0.26112804001093565,1
-0.030125912237901585,0.2282206621086711,-0.1630856570119559,-0.6202711815336802,-0.15078251063793688,-0.045722989025070146,-0.03279839677616775,-0.04638423338012895,-0.13996704147535732,0.3169272840852803,0.11388733215887213,-0.053813395176357096,-0.033068823997595566,-0.8378177790602903,0.6886318381034575,0.7862219277819438,-0.18711347623900454,-0.44859997882930486,0.42448937967662265,1.7540957847975822,0.7841197841263371,-0.20098841126645747,-0.40946876640188634,-0.44071047387687184,-0.3097505503666276,-0.1912269531652575,-0.15590074134241635,-0.10085780194377371,0.6559139049537305,0.5239821566809686,0.8590952157103248,0.7823471321082991,0.7406883718857468,0.7359720249030579,0.6395621215560625,0.5390189394791405,0.5148544698705507,0
-0.021500970382492598,-0.15180183434821135,0.27167243814217856,0.15376150984746634,4.157226208012564,0.19753611678558017,-0.10418211933863872,0.12112869553281004,0.006708985259420698,0.3137181349211608,-0.5577269181363698,-0.05950140521300092,-0.015800110344460643,0.4835551767662206,0.3017386135865981,-0.2488907989066539,-0.11581147524778987,0.06385862894295644,-0.26987787631742927,0.3749983097205477,0.2652832427399675,-0.20098841126645747,2.4421887138969653,-0.44071047387687184,-0.3097505503666276,4.606841492733145,4.337679615040399,5.738335879607083,-0.5769036096223402,-1.4359817183894008,0.17536362309913353,0.2607140069177293,0.2715630571874842,0.2588166084486076,0.4232193262655028,0.45673205940236017,0.4737096434068295,1
-0.015679734957644062,-0.3352569596050386,-0.2467905411431487,0.5347173514387327,-0.19795505623756712,-0.051835372271432985,-0.12276225103518364,-0.04831707486758594,0.06726539288888368,0.45010697439626646,-0.717487351809372,-0.05991258666143301,-0.009088327783345954,0.031244520196973588,0.051209394432238854,0.14922948058896054,-0.10021416253096163,-0.25597369363831285,-1.784508341163744,1.3012501389319453,0.5367946959767439,-0.20098841126645747,-0.40946876640188634,-0.44071047387687184,-0.3097505503666276,-0.19905650518735485,-0.24412821774673144,-0.2992855795663046,-0.6384261727297833,-0.5239973363770566,0.41642743749300615,0.530524244085266,0.5776651571662033,0.6279890776590148,0.694067089361823,0.7190214896470966,0.7214357860738173,0
-0.005732710066230647,0.17595069359242946,-0.2944769599815251,0.7543130710091446,-0.17351758235274942,-0.048170441849904475,-0.10648833057421099,-0.045536495885630274,0.1725858241693943,0.4605367091796578,-0.8245113316485675,-0.06008265866296945,0.004990205462085977,0.2901141412523288,0.1051207453895045,0.22885353648808346,-0.09278687076104347,0.009341755775694547,-1.6592464206297863,-0.7681050482699139,-0.5648552234782249,-0.20098841126645747,-0.40946876640188634,-0.44071047387687184,-0.3097505503666276,-0.12794060277700878,-0.19773499727003255,-0.1871179485957048,-0.6668212018562955,-0.9993965550324514,-0.6296173285375475,-0.5823452268985139,-0.6294003475657446,-0.6493476658089933,-0.43208939930182294,-0.3824226863806395,-0.3697592990994551,0
